,R1,R2,R3,R4,R5,R6,R7,R8
dcp,0.329292083333,0.335138518519,0.334924827586,0.329608205128,0.327815384615,0.3248,0.323841944444,0.320966419753
gltD,0.41030566666700000,0.41531824561400000,0.412339858156,0.41701483871,0.40852494623700000,0.40804720306500000,0.404450740741,0.41983543071200000
mprA,0.30875882352900000,0.313219583333,0.302978444444,0.313116944444,0.307354567901,0.31424521739100000,0.302854035088,0.30446800000000000
norW,0.30169192982500000,0.300571400966,0.324049565217,0.311509230769,0.307148541667,0.30789819209,0.30479130952400000,0.306726071429
tyrB,0.282894166667,0.282441010101,0.28597862069,0.29671304347800000,0.292770243902,0.281228292683,0.285689803922,0.283879354839
WT,0.338234567901,0.332258730159,0.325243111111,0.323220740741,0.32362000000000000,0.313212,0.314032280702,0.313082380952
yggE,0.31264745098,0.317126021505,0.31316924731200000,0.31221025641,0.30926444444400000,0.30498897435900000,0.305501568627,0.305452083333
yicH,0.329722795699,0.331957971014,0.32402298850600000,0.320347816092,0.315958947368,0.30889763440900000,0.307105299145,0.31320020202
appY,0.33185215189900000,0.3609948659,0.491350238095,0.31358200913200000,0.318769411765,0.31714666666700000,0.319292020202,0.31261461187200000
gspL,0.339619615385,0.324317066667,0.33423869281,0.3292625,0.33451569444400000,0.326812173913,0.3255504,0.323286666667
lsrc,0.37351304964500000,0.37207768115900000,0.373254518519,0.36674650793700000,0.370945945946,0.35847760683800000,0.35647842105300000,0.338194117647
ompL,0.372567350427,0.35585078947400000,0.358578666667,0.344876716418,0.35723957672,0.356246568627,0.36642385416700000,0.36747000000000000
WT,0.394327387387,0.36430260162600000,0.371061818182,0.35011891472900000,0.362745037037,0.346943660131,0.36734253333300000,0.367749777778
ycaL,0.370493157895,0.33604995555600000,0.36921265700500000,0.38343142857100000,0.370705252525,0.369723235294,0.36447656565700000,0.37168634408600000
yfiD,0.342568636364,0.333514573643,0.336387751938,0.32541931972800000,0.333470406504,0.325574263566,0.328192148148,0.324880392157
yhbP,0.378719156118,0.383508508772,0.384830516432,0.382218008658,0.39028075117400000,0.382976894977,0.388530925926,0.3877743379
yjfJ,0.324165157233,0.32921,0.329404964539,0.325536811594,0.333043111111,0.333226818182,0.33757555555600000,0.331737984496
ptsH,0.263848974359,0.264602553191,0.255314326241,0.280471527778,0.283779565217,0.26138789115600000,0.266809078014,0.257627391304
WT,0.263589777778,0.24648241379300000,0.253174482759,0.248995833333,0.251646432749,0.24220739393900000,0.24294460606100000,0.24074314465400000
ygjP,0.212024957265,0.20525210526300000,0.20632200000000000,0.20079154471500000,0.20377428571400000,0.195380141844,0.266884285714,0.195652296296
yigZ,0.264334482759,0.251891724138,0.256999404762,0.26022736842100000,0.259488641975,0.26356333333300000,0.260282666667,0.253479874214
ykfF,0.26371569892500000,0.257435238095,0.255802372881,0.255518555556,0.279843728814,0.25526444444400000,0.371658119658,0.27956296296300000
yobH,0.25887625731000000,0.26117135802500000,0.259138266667,0.282978383838,0.24927515151500000,0.270191171171,0.248714482759,0.244108214286
yphG,0.268149310345,0.263324285714,0.258618333333,0.25320809523800000,0.25506523809500000,0.334901975309,0.257131111111,0.251406327684
yqjE,0.219599543379,0.207007777778,0.211070422535,0.209692139303,0.209688615385,0.244539316239,0.2039,0.313690444444
Unnamed: 65,,,,,,,,
Unnamed: 66,,,,,,,,
Unnamed: 67,,,,,,,,
Unnamed: 68,,,,,,,,
Unnamed: 69,,,,,,,,
Unnamed: 70,,,,,,,,
Unnamed: 71,,,,,,,,
Unnamed: 72,,,,,,,,
Unnamed: 73,,,,,,,,
Unnamed: 74,,,,,,,,
Unnamed: 75,,,,,,,,
Unnamed: 76,,,,,,,,
Unnamed: 77,,,,,,,,
Unnamed: 78,,,,,,,,
Unnamed: 79,,,,,,,,
cstA,0.237041518987,0.233591466667,0.23774315789500000,0.23290495726500000,0.24165055555600000,0.234584675325,0.243723561644,0.242594907407
idnD,0.237538194444,0.22939259259300000,0.22797045977,0.240119047619,0.230895797101,0.236567356322,0.234211030303,0.225693678161
intG,0.286914380952,0.28532584615400000,0.286089791667,0.28510984615400000,0.28292408602200000,0.28025374359,0.288507692308,0.281497171717
mprA,0.25243626666700000,0.25830666666700000,0.256483262411,0.249702028986,0.252764545455,0.251045555556,0.24962379085,0.25466
narD,0.273838577778,0.269260995025,0.270361642512,0.26340722222200000,0.264534179894,0.26358055555600000,0.263331384615,0.26286361581900000
norV,0.272664227642,0.26665896713600000,0.26578441441400000,0.264399047619,0.265104776119,0.262517555556,0.264185196078,0.267786878307
tyrB,0.266826530612,0.259922898551,0.259817481481,0.259938181818,0.260382380952,0.255228939394,0.257279545455,0.253639689922
WT,0.272235076923,0.285068888889,0.263192935323,0.265873567251,0.26751677083300000,0.264577126437,0.26966344086,0.27105333333300000
yeeW,0.284792814815,0.27445686274500000,0.278275426357,0.273293846154,0.275269794239,0.275039912281,0.275673415638,0.274230714286
alsB,0.30955122807000000,0.306027344633,0.311815,0.299510877193,0.306651481481,0.30209600000000000,0.30436876543200000,0.294693090909
ascG,0.310281420765,0.29788511111100000,0.305101222222,0.299429508197,0.304054124294,0.293387836257,0.296920114943,0.2978946875
pflD,0.364931617162,0.288495706215,0.291268666667,0.28290666666700000,0.29544299516900000,0.293056960784,0.30174039801000000,0.292532560386
treC,0.32642511904800000,0.31467862069,0.32200101694900000,0.313705964912,0.32113754386,0.31781074074100000,0.334243928571,0.317690222222
WT,0.315135918367,0.29395266666700000,0.299088589744,0.298040116959,0.305311572327,0.297630062893,0.30419254902,0.302459515152
xdhC,0.24522337899500000,0.23452384180800000,0.239533103448,0.24344206060600000,0.242700416667,0.23992603174600000,0.24450407407400000,0.23385958333300000
yggF,0.292783870968,0.286106206897,0.286127683616,0.29003291666700000,0.28694552083300000,0.283304516129,0.288471794872,0.285107342995
yihV,0.260660310078,0.23918166666700000,0.241539120879,0.242456385542,0.244552357724,0.242216825397,0.245738918919,0.244411689498
yjeL,0.297357647059,0.287751527778,0.297611156463,0.2864296,0.297637733333,0.286985578231,0.302752,0.291656666667
citT,0.379932222222,0.364623908046,0.36514987013000000,0.36031804878,0.359025714286,0.360142695035,0.370453333333,0.36878
WT,0.41448761904800000,0.40475,0.41648444444400000,0.405771111111,0.41098666666700000,0.405,0.408026666667,0.412522666667
xdhC,0.508137333333,0.414533333333,0.421465333333,0.41177066666700000,0.42275733333300000,0.411366666667,0.41516533333300000,0.40927600000000000
ybdG,0.398688,0.394090666667,0.4094,0.406448333333,0.398138666667,0.402906666667,0.40382000000000000,0.405941666667
ycfX,0.433665714286,0.389339259259,0.401140606061,0.389870928962,0.38518863636400000,0.38546579235,0.391861502347,0.391972263374
yifL,0.40618049019600000,0.405556190476,0.451568,0.40132583333300000,0.408593333333,0.40185238095200000,0.40880222222200000,0.40822666666700000
yjfJ,0.40256888888900000,0.408915555556,0.414585714286,0.402476450216,0.39880726495700000,0.39692833333300000,0.40808737588700000,0.40148974359000000
ykfI,0.413024444444,0.4,0.415690666667,0.402461333333,0.40383,0.404372222222,0.408207777778,0.407969333333
ytfF,0.393645714286,0.397753333333,0.398802666667,0.39892175084200000,0.38932916666700000,0.38630571428600000,0.37465755102,0.389180952381
caiB,0.259191794872,0.25984,0.26289208333300000,0.256566099291,0.25323489361700000,0.260554814815,0.258601969697,0.260677925926
gspM,0.265488484848,0.26758496732,0.272406547619,0.26494933333300000,0.264840897436,0.26493551020400000,0.267662222222,0.260232955975
melA,0.27276786666700000,0.264634184397,0.269035102041,0.266147826087,0.27130936170200000,0.263507777778,0.265030326797,0.256517916667
syd,0.25816222222200000,0.2551556,0.256716078431,0.257137142857,0.253490849673,0.256187307692,0.253931292517,0.256433768116
WT,0.272417719298,0.277475333333,0.28996030303000000,0.279205079365,0.277010769231,0.265392982456,0.28655982906,0.302781085271
ybaJ,0.265020251572,0.265647866667,0.264180133333,0.26682822695,0.2614592,0.26205652777800000,0.263100522876,0.27323362963000000
ydjK,0.270390068027,0.26918277777800000,0.273089855072,0.26797255814,0.266628707483,0.270106190476,0.272639855072,0.267534027778
yhbW,0.256930864198,0.262171972789,0.251240125786,0.259943205128,0.256835641026,0.255740769231,0.263868533333,0.26400527777800000
yhcM,0.292002113821,0.2797885,0.299034188034,0.27895508771900000,0.282052195122,0.282703166667,0.278217833333,0.2793175
alr,0.342173958333,0.34353212121200000,0.342987555556,0.343297849462,0.344749230769,0.337246904762,0.34635820512800000,0.357188717949
cbpM,0.3058416,0.30752166666700000,0.303034252874,0.29368962963000000,0.301102745098,0.291900720721,0.28850866666700000,0.296204166667
fixC,0.312696666667,0.297288641975,0.309055490196,0.309387272727,0.301863333333,0.303784509804,0.30355162393200000,0.30272625641
hybG,0.325552469136,0.31812992907800000,0.321047703704,0.317934418605,0.32136233333300000,0.32051313725500000,0.319624222222,0.320339285714
hycA,0.35715537415,0.354533650794,0.34823200000000000,0.348437017544,0.346483418803,0.34031923809500000,0.328994343434,0.346021010101
nirC,0.338451296296,0.34928888888900000,0.340950784314,0.338010222222,0.34459161290300000,0.333003076923,0.3282792,0.322692173913
phnH,0.36962041666700000,0.352728686869,0.356344117647,0.34413272727300000,0.343323838384,0.387345652174,0.341761616162,0.33809166666700000
WT,0.32021256410300000,0.31435166666700000,0.31326873015900000,0.31832777777800000,0.314299047619,0.31773441441400000,0.31388173913,0.325984592593
ybda,0.331016491228,0.328705098039,0.329820761905,0.32218083333300000,0.32036375,0.31760938271600000,0.318621234568,0.320202758621
aqpZ,0.240682105263,0.24301820512800000,0.245254640523,0.238985952381,0.23920753086400000,0.236944025157,0.243352098765,0.237442372881
nsrR,0.203347936508,0.199309365079,0.19744466666700000,0.198945811966,0.19786702702700000,0.198281788618,0.19089900709200000,0.198978787879
ydgT,0.235266938776,0.22316666666700000,0.218891724138,0.217550617284,0.222899111111,0.226452,0.2283212,0.22337724137900000
yidH,0.23235527272700000,0.23222244898000000,0.22281170068000000,0.219026792453,0.222868366013,0.223704545455,0.22410289308200000,0.220437908497
ybgD,0.201179428571,0.205851923077,0.21149320754700000,0.206484727273,0.20130505050500000,0.214362138365,0.20963041666700000,0.037374959349600000
yagH,0.233315345912,0.227416339869,0.232059607843,0.225701088435,0.227942533333,0.23258541666700000,0.232796601307,0.226439084967
yafX,0.24440773333300000,0.24751859649100000,0.24892202898600000,0.26077523809500000,0.243537101449,0.26197833333300000,0.25028,0.256112333333
caiT,0.272555866667,0.259811698113,0.261630740741,0.2665152,0.265907757576,0.260265454545,0.25929920904,0.254286448087
yiaW,0.25851132275100000,0.24363005291000000,0.25536908046,0.250642564103,0.256272653061,0.23834959596000000,0.238371515152,0.239473225806
fruR,0.310163611111,0.30862992592600000,0.306605116279,0.308269444444,0.305467833333,0.30477157894700000,0.305193873874,0.300843783784
hsIR,0.25643714285700000,0.252585986395,0.249920915033,0.248647092199,0.249874421769,0.24380725925900000,0.24205555555600000,0.24593057971
mhpB,0.284033968254,0.27123691056900000,0.293762807018,0.263958253968,0.262342539683,0.261131904762,0.271520493827,0.263856747967
tdcE,0.264961088435,0.245717638889,0.24087106383,0.245067901235,0.27954730158700000,0.236652093023,0.237702170543,0.23558
WT,0.302545528455,0.286247555556,0.291531587302,0.28549705426400000,0.288144390244,0.282407727273,0.290472195122,0.288030406504
ydjQ,0.243168703704,0.243274736842,0.242466,0.253318290598,0.234962878788,0.23323922480600000,0.230253333333,0.230456589147
yjgB,0.319552043011,0.28993418439700000,0.290028695652,0.280815972222,0.293562380952,0.27943469697000000,0.28275100775200000,0.277415873016
ykfl,0.302300162602,0.31149235294100000,0.293543968254,0.286096666667,0.285966212121,0.282860296296,0.284017121212,0.279698962963
yncI,0.281343492063,0.27416916666700000,0.331873142857,0.27112000000000000,0.274578211382,0.27778,0.271019365079,0.268515447154
crcA,0.336518169935,0.36137333333300000,0.367673703704,0.35119652777800000,0.354305531915,0.35116318840600000,0.34485938271600000,0.345871292517
sspA,0.306912636816,0.312024111111,0.300131290323,0.292095555556,0.291081393035,0.289660208333,0.296310967742,0.303137
yigL,0.273168995984,0.27356785714300000,0.271047714286,0.28094537634400000,0.288886666667,0.27841745614,0.283877017544,0.288453037037
yjhG,0.28858,0.276275897436,0.284503111111,0.283200222222,0.28304076923100000,0.280643939394,0.30272796296300000,0.29606303030300000
appB,0.338491086957,0.326573333333,0.328705984848,0.32695439024400000,0.317252030651,0.314092520325,0.323653253968,0.353273504274
nagK,0.35257846153800000,0.314829901961,0.3277143379,0.310935845411,0.311712252252,0.310757878788,0.318137716895,0.332038907104
appA,0.182266666667,0.133326666667,0.17151333333300000,0.159176666667,0.0848155555556,0.135625,0.042811111111100000,0.0429822222222
yecP,0.357348312757,0.340475203252,0.342472833333,0.334732612613,0.331245726496,0.328844607843,0.344340639269,0.369937810945
yihS,0.0123,0.0125,0.0124,0.0124,0.0125,0.012823636363600000,0.013000000000000000,0.0131993236715
alr,0.392262380952,0.41483066666700000,0.402728645833,0.409751904762,0.405052333333,0.405594933333,0.39551231746,0.417206540881
cbpM,0.39636814814800000,0.399447461774,0.387282882883,0.392767169811,0.38350979591800000,0.390639805825,0.37995847619,0.39283512027500000
fixC,0.41171402515700000,0.419434719472,0.412378733333,0.414228039216,0.40710603773600000,0.41619184397200000,0.405045052632,0.428188659004
hybG,0.408482375479,0.415282843137,0.406097119342,0.415440182648,0.40167745614,0.398090111111,0.38073779874200000,0.411598717949
hycA,0.410001866667,0.421342898551,0.406284942529,0.415801015873,0.405441352657,0.412460641026,0.404592271386,0.425714666667
nirC,0.411116325459,0.421312685185,0.407059303483,0.415999259259,0.39325135416700000,0.4202028125,0.40076164251200000,0.411450612245
phnH,0.442627114846,0.44677909909900000,0.446065958702,0.44114960000000000,0.423345269841,0.426872108844,0.42399541666700000,0.434001580756
WT,0.410112060606,0.411502721088,0.40912725490200000,0.405243188406,0.411661666667,0.417303571429,0.411661587302,0.416587179487
ybdA,0.40115398374,0.457330921986,0.42403891737900000,0.40898044025200000,0.398799482759,0.407682716049,0.395906555556,0.406431214953
agaA,0.23128059523800000,0.23399948717900000,0.23044740740700000,0.242688253968,0.22800637037000000,0.243418536585,0.23616015503900000,0.22888990991
ldcC,0.333138431373,0.312535555556,0.316056363636,0.454317460317,0.302041818182,0.296366666667,0.301092190476,0.293472323232
lysC,0.288422407407,0.282811176471,0.280467027027,0.28661666666700000,0.283045585586,0.274339809524,0.27918000000000000,0.285783838384
nagZ,0.24352119047600000,0.236144385965,0.23039965812,0.235652323232,0.22772740740700000,0.230264646465,0.231476767677,0.228971333333
osmy,0.33619777777800000,0.324062716049,0.32444,0.322475172414,0.317413939394,0.310511612903,0.313737171717,0.30824183908
Rph,0.30942627451,0.304924731183,0.312886262626,0.298205904762,0.298417373737,0.298219047619,0.30554323232300000,0.307576363636
sgcQ,0.32907292929300000,0.310209462366,0.320060416667,0.310773529412,0.313997714286,0.300646666667,0.31166247619000000,0.296868761905
ulaD,0.272341403509,0.269703423423,0.268342162162,0.269236761905,0.27121982906,0.266208292683,0.26985846153800000,0.267885964912
uxuR,0.271531891892,0.25669962963000000,0.25743025641,0.247527521368,0.244107017544,0.24654198198200000,0.251993821138,0.254424035088
Blank,0.0105,0.0105,0.131416666667,0.0108,0.22418333333300000,0.0104,0.25181666666700000,0.0104354517134
yjfC,0.295777719298,0.300504705882,0.304532708333,0.288119444444,0.299661777778,0.289778541667,0.30054296296300000,0.324661481481
yhbS,0.298907460317,0.29769733333300000,0.29299314814800000,0.28985047619000000,0.28283916666700000,0.29042555555600000,0.307577634409,0.275213904762
ssuE,0.300013650794,0.293299238095,0.29288620155,0.28084954955000000,0.27920883720900000,0.274645225225,0.280627936508,0.281331929825
yhcM,0.28854628571400000,0.283689814815,0.284107047619,0.283041904762,0.27067117647100000,0.275003333333,0.262057017544,0.255623448276
yafV,0.268882222222,0.26721631578900000,0.266215614035,0.24958842105300000,0.25464257575800000,0.256851851852,0.251409298246,0.242968965517
napC,0.27133813953500000,0.259527387387,0.274455555556,0.249505714286,0.242967692308,0.248268108108,0.237627407407,0.24075333333300000
ybbP,0.301549824561,0.284208333333,0.280830666667,0.276042276423,0.272401594203,0.267151428571,0.275152898551,0.273643666667
ynaA,0.318643333333,0.309783787879,0.322207407407,0.302720155039,0.398698933333,0.347447272727,0.304430598291,0.31085638095200000
pflC,0.315864715447,0.305284347826,0.31495883333300000,0.314337166667,0.305302601626,0.296753475177,0.30294157894700000,0.298676842105
WT,0.314461014493,0.303820972222,0.307714308943,0.295813049645,0.305808888889,0.302787596899,0.320765263158,0.304649302326
Blank.8,0.0116968168168,,,,,,,
Blank.9,0.06792000000000000,,,,,,,
Blank.10,0.010948761904800000,,,,,,,
Blank.11,0.0549,,,,,,,
Blank.12,0.011017619047600000,,,,,,,
Blank.13,0.052240000000000000,,,,,,,
Blank.14,0.011383654618500000,,,,,,,
Paac,0.18319962963,0.17412333333300000,0.173777971014,0.17187523809500000,0.173114736842,0.167203333333,0.177604444444,0.167477647059
WT,0.34340172043000000,0.318969333333,0.325147207207,0.314998095238,0.317923809524,0.307261666667,0.310207207207,0.309588245614
yajQ,0.362664957265,0.326360714286,0.362988376068,0.305309803922,0.304928828829,0.297424074074,0.29870990991,0.299089904762
ybit,0.347067407407,0.34016839506200000,0.32828,0.323358125,0.32359962963000000,0.312683921569,0.312968828829,0.310854054054
ycaD,0.35011196078400000,0.322489876543,0.321503232323,0.312558666667,0.306085686275,0.300344444444,0.298521296296,0.29172055555600000
Yeha,0.284222522523,0.270392592593,0.273024144144,0.264929189189,0.26239,0.259044385965,0.2572595,0.264109166667
yfbM,0.325764952381,0.33308000000000000,0.316764615385,0.345587407407,0.323122608696,0.31454,0.314772098765,0.307532631579
yfjo,0.31871226666700000,0.303226444444,0.295815294118,0.299409791667,0.29360083333300000,0.292906236559,0.29701759259300000,0.293011764706
uxaA,0.30367685714300000,0.319564700855,0.31936676328500000,0.33000039801,0.36875458333300000,0.325209215686,0.310837066667,0.309059824561
yagQ,0.308941923077,0.315043773585,0.297605357143,0.308268235294,0.300100133333,0.301187672956,0.318752463768,0.352867962963
caic,0.327836820513,0.337671578947,0.315324867725,0.316467311828,0.329354545455,0.323206315789,0.314849435897,0.319988087432
paoB,0.274883431373,0.293585166667,0.281654129353,0.273026770833,0.28172306666700000,0.275073125,0.274953955556,0.281157956989
xdhB,0.28305522222200000,0.27530962963000000,0.276016931217,0.283153121693,0.277267320261,0.276553529412,0.2731425,0.26957962963000000
agaR,0.303232248062,0.309463963964,0.29704077777800000,0.299823393939,0.30095814814800000,0.293143188406,0.29813042735,0.327249861111
yagL,0.26654790960500000,0.26744428571400000,0.268917288136,0.269066918239,0.259630582011,0.26908780141800000,0.27273787234,0.272630625
pfID,0.34772608695700000,0.33635646464600000,0.328012828283,0.325508820513,0.332773678161,0.341989565217,0.34462203389800000,0.33742790697700000
uxaC,0.354684725738,0.35657815261,0.340460569106,0.352174112554,0.356903982684,0.35142452991500000,0.35290056338,0.464124230769
abgR,0.31407927927900000,0.32082,0.316148541667,0.313688484848,0.313823137255,0.311789019608,0.34059523809500000,0.313335619048
casE,0.270414222222,0.268062333333,0.267909365079,0.26776300000000000,0.263312868217,0.263305691057,0.264670962963,0.265895079365
fabR,0.310099432624,0.297725606061,0.28974743589700000,0.279335220126,0.283445090909,0.28102115384600000,0.28084160000000000,0.274780952381
flu,0.296657333333,0.286407642276,0.285740775194,0.27756916666700000,0.279847121212,0.274261363636,0.278316339869,0.275541805556
fruB,0.301719145299,0.284781052632,0.29145111111100000,0.29295042735,0.292707460317,0.287090852713,0.285817209302,0.284421818182
fsR,0.315827160494,0.31749066666700000,0.31619,0.31115253333300000,0.31390166666700000,0.319184197531,0.31376345679,0.31777604938300000
ssuA,0.31549266666700000,0.311834888889,0.316050967742,0.312398222222,0.316887126437,0.308378709677,0.314403010753,0.309771397849
WT,0.27868822695,0.266067142857,0.272834518519,0.264313675214,0.269300724638,0.26139365853700000,0.269554057971,0.268072878788
ybdk,0.224783333333,0.22234857142900000,0.221278139535,0.21187093333300000,0.21530506666700000,0.21019140740700000,0.21738046511600000,0.213912907801
thiQ,0.362334188034,0.362054444444,0.34075300813000000,0.342280833333,0.32799533333300000,0.33560092592600000,0.331004144144,0.329161052632
paaC,0.254269444444,0.221971594203,0.21146400000000000,0.237796410256,0.224454545455,0.19744507936500000,0.211683137255,0.21513037037000000
dnaT,0.340755517241,0.34532569697,0.363723915344,0.37214519774000000,0.34973763440900000,0.322426236559,0.320677888889,0.361760617284
pfkA,0.431748658009,0.41635833333300000,0.37381608333300000,0.37656700421900000,0.35989083333300000,0.338239268293,0.339514485597,0.35106461538500000
glpX,0.330927407407,0.31513927927900000,0.32549235294100000,0.321821176471,0.322145882353,0.317106060606,0.326227474747,0.341377142857
fkpA,0.35896325925900000,0.347242272727,0.35450077519400000,0.347272868217,0.34240212121200000,0.340188108108,0.345310387597,0.352139674797
cynX,0.310438591549,0.301807685185,0.36602074074100000,0.298653972603,0.305493714286,0.302312394366,0.30970676328500000,0.30501333333300000
recF,0.33572044444400000,0.31887666666700000,0.326259555556,0.32300491228100000,0.324736190476,0.319403276836,0.326859444444,0.328261090909
bipA,0.32013833333300000,0.301186666667,0.310048955224,0.299178538813,0.308451884058,0.299663809524,0.310764190476,0.304081142857
WT,0.320466560847,0.301113939394,0.31237343915300000,0.299343232323,0.31352240437200000,0.299032835821,0.358840980392,0.302412761905
